     PLAYER_ID  RANK                    PLAYER TEAM  GP   MIN   FGM   FGA  FG_PCT  FG3M  FG3A  FG3_PCT  FTM  FTA  FT_PCT  OREB  DREB   REB   AST  STL  BLK  TOV   PTS   EFF
94      200794    95              Paul Millsap  DEN   9  27.0   4.7   9.7   0.483   0.7   2.0    0.333  3.0  4.2   0.711   2.2   5.2   7.4   1.3  1.2  1.2  1.7  13.0  16.3
95     1628963    96         Marvin Bagley III  SAC  10  23.0   4.9   9.3   0.527   0.6   1.2    0.500  2.4  4.2   0.571   2.8   4.0   6.8   1.1  0.7  1.1  2.2  12.8  14.1
99      201599    98            DeAndre Jordan  DAL   9  33.8   4.8   7.3   0.652   0.0   0.0    0.000  3.1  3.8   0.824   3.4  10.9  14.3   2.4  0.7  1.4  2.4  12.7  25.9
98     1626224    98                Cedi Osman  CLE   9  32.0   4.6  11.8   0.387   1.8   4.6    0.390  1.8  2.3   0.762   1.1   3.8   4.9   3.1  0.9  0.3  3.1  12.7  11.0
97     1627854    98               Bryn Forbes  SAS   9  28.6   4.8  10.7   0.448   1.9   5.0    0.378  1.2  1.4   0.846   0.2   1.3   1.6   2.4  1.2  0.0  1.3  12.7  10.4
96      201952    97               Jeff Teague  MIN   7  30.3   4.0  11.1   0.359   1.0   3.1    0.318  3.7  4.0   0.929   0.1   2.3   2.4   6.9  0.9  0.1  1.9  12.7  13.7
100    1628422   101            Damyean Dotson  NYK   8  30.6   5.1  11.5   0.446   1.9   5.4    0.349  0.5  0.9   0.571   1.0   5.1   6.1   1.0  1.0  0.1  0.9  12.6  13.3
101     203918   102               Rodney Hood  CLE   9  27.2   4.8  11.3   0.422   0.8   2.6    0.304  2.2  2.4   0.909   0.4   2.3   2.8   2.2  1.1  0.1  0.7  12.6  11.3
102     201143   103                Al Horford  BOS   9  29.4   4.8  11.1   0.430   1.6   5.1    0.304  1.3  1.8   0.750   2.0   4.6   6.6   3.8  0.7  1.3  1.8  12.4  16.2
103     202355   104          Hassan Whiteside  MIA   8  27.8   4.8   9.9   0.481   0.1   0.6    0.200  2.8  5.0   0.550   3.5  11.1  14.6   0.1  0.4  2.8  1.9  12.4  21.0
104    1626167   105              Myles Turner  IND  10  27.2   5.1   9.7   0.526   0.2   1.3    0.154  1.8  2.3   0.783   1.6   3.6   5.2   1.5  0.3  2.4  1.5  12.2  15.0
105     203200   106            Justin Holiday  CHI  10  34.3   4.2   9.6   0.438   3.0   7.2    0.417  0.7  0.8   0.875   0.3   3.5   3.8   2.4  1.3  0.4  0.6  12.1  13.9
107    1626149   107          Montrezl Harrell  LAC   9  20.4   4.3   7.0   0.619   0.0   0.0    0.000  3.3  4.8   0.698   0.8   5.1   5.9   1.2  0.8  1.9  1.3  12.0  16.3
108     203082   107             Terrence Ross  ORL   9  24.2   4.6  11.8   0.387   1.9   5.8    0.327  1.0  1.1   0.900   0.3   2.1   2.4   2.2  1.1  0.6  0.9  12.0  10.1
106     202693   107           Markieff Morris  WAS   8  26.8   4.3   9.1   0.466   1.5   4.3    0.353  2.0  2.4   0.842   0.8   4.4   5.1   2.3  0.6  1.1  1.3  12.0  14.6
110     201158   111           Marco Belinelli  SAS   9  22.2   4.0   9.7   0.414   1.4   4.6    0.317  2.4  2.8   0.880   0.2   2.1   2.3   1.6  0.8  0.1  0.9  11.9   9.8
111     200765   112               Rajon Rondo  LAL   7  27.1   5.1   9.1   0.563   1.1   2.1    0.533  0.4  0.6   0.750   0.7   3.9   4.6   6.6  1.1  0.0  2.6  11.9  17.4
